Operatør,Navn,Adresse,Postnr,By,Effekt_kW,Stik,Antal_ladere,Latitude,Longitude
Clever,Lynladestation Nørre Alslev,"Baltivej 12, 4840 Nørre Alslev",4840,Nørre Alslev,300,CCS,18,54.899346,11.918195
Clever,Gåsetorvet P-plads,"Gåsetorvet 14, 4900 Nakskov",4900,Nakskov,300,CCS,2,54.832237,11.13298
Clever,Lynladestation Maribo,"Europavej 5, 4930 Maribo",4930,Maribo,300,CCS,18,54.779433,11.479715
Clever,Føtex - Odense,"Vesterbro 39, 5000 Odense",5000,Odense,300,CCS,4,55.394776,10.37733
Clever,Føtex Bolbro - Odense,"Middelfartvej 125, 5200 Odense V",5200,Odense V,300,CCS,2,55.394831,10.348355
Clever,Tarup Center - Syd,"Solgårdsvej 2, 5210 Odense NV",5210,Odense NV,300,CCS,6,55.408739,10.338153
Clever,Bilka - Odense Øst,"Niels Bohrs Alle 150, 5230 Odense",5230,Odense,300,CCS,12,55.377048,10.432013
Clever,Bilka - Odense Vest,"Niels Bohrs Allé 150, 5230 Odense M",5230,Odense M,300,CCS,12,55.37709,10.430137
Clever,Lynladestation Åsumvej - Odense,"Åsumvej 39, 5240 Odense NØ",5240,Odense NØ,350,CCS,10,55.401588,10.424805
Clever,Autohuset Vestergaard - Odense,"Bondovej 18, 5250 Odense SV",5250,Odense SV,300,CCS,2,55.362163,10.349754
Clever,Lynladestation Drejebænken - Odense,"Drejebænken 4, 5260 Odense S",5260,Odense S,300,CCS,28,55.352921,10.419917
Clever,Føtex - Middelfart,"Hollændervej 123, 5500 Middelfart",5500,Middelfart,300,CCS,2,55.496577,9.759053
Clever,Grønvangen 3 - Langeskov,"Grønvangen 3, 5550 Langeskov",5550,Langeskov,300,CCS,2,55.360244,10.584924
Clever,"Langeskov Center, Kerteminde","Grønvej 9, 5550 Langeskov",5550,Langeskov,300,CCS,2,55.35956,10.588627
Clever,Føtex - Faaborg,"Brønnersvej 1, 5600 Faaborg",5600,Faaborg,300,CCS,4,55.101888,10.240557
Clever,Føtex - Svendborg,"Lerchesvej 9B, 5700 Svendborg",5700,Svendborg,300,CCS,6,55.063927,10.615416
Clever,Carl's Jr. Nyborg,"Storebæltsvej 7A, 5800 Nyborg",5800,Nyborg,300,CCS,6,55.308471,10.808783
Clever,Føtex - Nyborg,"Vestergade 28, 5800 Nyborg",5800,Nyborg,300,CCS,2,55.31711,10.789783
Clever,Føtex - Kolding Syd,"Industrivej 2, 6000 Kolding",6000,Kolding,300,CCS,2,55.470262,9.472536
Clever,Lynladestation Kolding,"Kokholm 4A, 6000 Kolding",6000,Kolding,300,CCS,22,55.532143,9.471996
Clever,Nic. Christiansen,"Sjællandsvej 1, 6000 Kolding",6000,Kolding,350,CCS,2,55.499965,9.499684
Clever,Kolding Storcenter,"Skovvangen 42, 6000 Kolding",6000,Kolding,300,CCS,6,55.515421,9.461754
Clever,Autohuset Vestergaard - Kolding,"Trianglen 4, 6000 Kolding",6000,Kolding,300,CCS,2,55.531404,9.462703
Clever,Føtex - Haderslev Syd,"Bredgade 12, 6100 Haderslev",6100,Haderslev,300,CCS,4,55.254676,9.482914
Clever,Lynladestation Aabenraa,"Egevej 8, 6200 Aabenraa",6200,Aabenraa,300,CCS,30,55.064459,9.366375
Clever,Bilka - Sønderborg,"Grundtvigs Alle 195, 6400 Sønderborg",6400,Sønderborg,300,CCS,8,54.923556,9.806732
Clever,Broen Shopping - Esbjerg,"Exnersgade 20, 6700 Esbjerg",6700,Esbjerg,300,CCS,2,55.46799,8.459818
Clever,"Gl. færgevej 2, Esbjerg","Gl Færgevej 2, 6700 Esbjerg",6700,Esbjerg,300,CCS,6,55.472107,8.43451
Clever,Lynladestation Esbjerg Lufthavn,"John Tranums Vej 20, 6705 Esbjerg Ø",6705,Esbjerg Ø,300,CCS,8,55.521225,8.548019
Clever,Bilka - Esbjerg,"Stormgade 157, 6715 Esbjerg",6715,Esbjerg,300,CCS,4,55.510032,8.456897
Clever,BR - Esbjerg,"Gl Vardevej 243, 6715 Esbjerg N",6715,Esbjerg N,300,CCS,2,55.508094,8.452864
Clever,SPAR Fanø,"Strandvejen 27, 6720 Fanø",6720,Fanø,300,CCS,2,55.438328,8.385841
Clever,Føtex - Ribe,"Moltkes Alle 1, 6760 Ribe",6760,Ribe,300,CCS,2,55.333163,8.770313
Clever,Stampemøllevej P-plads (DC),"Stampemøllevej 9, 6760 Ribe",6760,Ribe,300,CCS,4,55.324673,8.757016
Clever,Føtex - Varde,"Ringkøbingvej 1, 6800 Varde",6800,Varde,300,CCS,2,55.625491,8.47979
Clever,UCRS Skolebyen 1 - Skjern,"Skolebyen 1, 6900 Skjern",6900,Skjern,300,CCS,6,55.941983,8.517338
Clever,Netto - Søndervig,"Klitstrædet 2, 6950 Ringkøbing",6950,Ringkøbing,300,CCS,6,56.119105,8.120005
Clever,Føtex - Fredericia,"Venusvej 8, 7000 Fredericia",7000,Fredericia,300,CCS,4,55.567308,9.721277
Clever,Lynladestation Vejle Syd,"Grønlandsvej 264, 7100 Vejle",7100,Vejle,300,CCS,6,55.663749,9.547091
Clever,"Jyllandsgade 5Q, Vejle","Jyllandsgade 5Q, 7100 Vejle",7100,Vejle,300,CCS,2,55.706726,9.539494
Clever,Autohuset Vestergaard - Vejle,"Løversysselvej 9, 7100 Vejle",7100,Vejle,300,CCS,2,55.730587,9.592256
Clever,Bilka - Vejle Nord,"Solkilde Alle 2, 7100 Vejle",7100,Vejle,300,CCS,12,55.725484,9.581789
Clever,Føtex Nørregade - Vejle,"Ved Anlæget 12, 7100 Vejle",7100,Vejle,300,CCS,2,55.710513,9.533718
Clever,Føtex - Windf. Hansens Center,"Østerbrogade 27, 7100 Vejle",7100,Vejle,300,CCS,4,55.708982,9.543433
Clever,Lynladestation Billund,"Vejlevej 41, 7190 Billund",7190,Billund,300,CCS,12,55.724974,9.135223
Clever,Lynladestation Brande,"Vestergårdsvej 5, 7330 Brande",7330,Brande,300,CCS,12,55.961248,9.106339
Clever,Føtex - Herning,"Dalgas Plads 1, 7400 Herning",7400,Herning,300,CCS,4,56.134818,8.969948
Clever,Bilka - Herning,"Golfvej 5, 7400 Herning",7400,Herning,300,CCS,6,56.135327,9.006889
Clever,Herning Centret,"Merkurvej 1B, 7400 Herning",7400,Herning,300,CCS,16,56.135608,8.996544
Clever,Lynladestation Pårup,"Juuls Vej 5, 7442 Engesvang",7442,Engesvang,300,CCS,12,56.131442,9.349959
Clever,Bilka - Holstebro,"Nyholmvej 20, 7500 Holstebro",7500,Holstebro,300,CCS,12,56.376158,8.622144
Clever,"Nørreport centeret, Holstebro","Nørregade 58, 7500 Holstebro",7500,Holstebro,300,CCS,6,56.361676,8.620159
Clever,J.P. Jacobsens Center,"Toldbodgade 4, 7700 Thisted",7700,Thisted,300,CCS,2,56.954435,8.690567
Clever,Lynladestation Kvix - Thisted,"Østerbakken 12, 7700 Thisted",7700,Thisted,300,CCS,6,56.955035,8.696964
Clever,Føtex - Skive,"Albert Diges Vej 18, 7800 Skive",7800,Skive,300,CCS,4,56.562711,9.026866
Clever,Lynladestation Nykøbing Mors,"Vester Fald 8, 7900 Nykøbing M",7900,Nykøbing M,300,CCS,16,56.78811,8.827639
Clever,Lynladestation Aarhus Havn,"Færgevej 7A, 8000 Aarhus",8000,Aarhus,300,CCS,4,56.149999,10.252163
Clever,Storcenter Nord Århus - P-dæk,"Helsingforsgade 19D, 8200 Aarhus N",8200,Aarhus N,300,CCS,16,56.17086,10.18767
Clever,Skejby Centret,"Skelagervej 9, 8200 Aarhus N",8200,Aarhus N,300,CCS,2,56.194037,10.192999
Clever,Føtex - Egå,"Brobjerg Parkvej 2, 8250 Egå",8250,Egå,300,CCS,6,56.205496,10.262688
Clever,Føtex Food - Skæring,"Skæring Parkvej 1, 8250 Egå",8250,Egå,300,CCS,2,56.23427,10.29953
Clever,"Nellemann - Viby, Jens Juuls Vej 14","Jens Juuls Vej 14, 8260 Viby J",8260,Viby J,300,CCS,2,56.113159,10.132036
Clever,Mega Syd,"Ringvej Syd 82A, 8260 Viby J",8260,Viby J,300,CCS,20,56.117172,10.151566
Clever,"Viby Centret, Stenkildevej","Stenkildevej 1, 8260 Viby J",8260,Viby J,300,CCS,8,56.1297,10.163363
Clever,Føtex Holme - Højbjerg,"Nygårdsvej 95, 8270 Højbjerg",8270,Højbjerg,350,CCS,2,56.113693,10.173528
Clever,Bilka - Tilst,"Agerøvej 7, 8381 Tilst",8381,Tilst,300,CCS,8,56.182468,10.102303
Clever,Føtex - Ebeltoft,"Ndr. Strandvej 14, 8400 Ebeltoft",8400,Ebeltoft,300,CCS,4,56.20273,10.678898
Clever,"Papirfabrikken 20C, Silkeborg","Papirfabrikken 22, 8600 Silkeborg",8600,Silkeborg,300,CCS,4,56.173571,9.558488
Clever,Føtex - Silkeborg Torvet,"Torvet 4, 8600 Silkeborg",8600,Silkeborg,300,CCS,4,56.168303,9.551111
Clever,"Horsens N pendlerparkering, Brandbjerglundvej 6 Horsens","Brandbjerglundvej 6, 8700 Horsens",8700,Horsens,300,CCS,4,55.914425,9.823769
Clever,"Bilka - Horsens, P-tag","Høegh Guldbergs Gade 10, 8700 Horsens",8700,Horsens,300,CCS,6,55.858253,9.851725
Clever,Auto-Centralen Horsens,"Vejlevej 151, 8700 Horsens",8700,Horsens,300,CCS,2,55.833218,9.808038
Clever,Rådhuset - Hedensted,"Mindevej 2, 8722 Hedensted",8722,Hedensted,300,CCS,4,55.768024,9.696574
Clever,Føtex - Viborg,"Grønnegade 2, 8800 Viborg",8800,Viborg,300,CCS,2,56.451983,9.406735
Clever,Bilka - Viborg,"Holstebrovej 79, 8800 Viborg",8800,Viborg,300,CCS,8,56.447436,9.368088
Clever,"Dahl Pedersen, Lundvej 1, Viborg","Lundvej 1, 8800 Viborg",8800,Viborg,300,CCS,2,56.458906,9.374058
Clever,Føtex Mariagervej - Randers,"Mariagervej 175, 8920 Randers",8920,Randers,300,CCS,4,56.48239,10.025751
Clever,Randers Storcenter,"Merkurvej 55, 8960 Randers SØ",8960,Randers SØ,350,CCS,18,56.429629,10.063318
Clever,Lynladestation Purhus,"Vestergade 70, 8990 Fårup",8990,Fårup,300,CCS,12,56.541622,9.89697
Clever,Føtex Eternitten - Aalborg,"Synergivej 5, 9000 Aalborg",9000,Aalborg,300,CCS,2,57.036654,9.934661
Clever,Netto Hobrovej - Aalborg,"Hobrovej 446A, 9200 Aalborg SV",9200,Aalborg SV,300,CCS,2,57.004812,9.879316
Clever,Aalborg Storcenter,"Hobrovej 452, 9200 Aalborg SV",9200,Aalborg SV,300,CCS,12,57.005416,9.873456
Clever,Føtex - Aalborg Øst,"Niels Bohrs Vej 44, 9220 Aalborg Øst",9220,Aalborg Øst,300,CCS,8,57.018276,9.993176
Clever,Lynladestation Nørresundby,"Loftbrovej 2, 9400 Nørresundby",9400,Nørresundby,300,CCS,16,57.088541,9.968678
Clever,Vesterbrogade 9,"Vesterbrogade 9, 9400 Nørresundby",9400,Nørresundby,300,CCS,6,57.058132,9.920859
Clever,"Meny, Løkken","Industrivej 6, 9480 Løkken",9480,Løkken,300,CCS,4,57.372358,9.727238
Clever,Rema1000 - Hune,"Vesterhavsparken 1, 9492 Blokhus",9492,Blokhus,300,CCS,4,57.247619,9.624131
Clever,Lynladeplads Brønderslev,"Velkomstcenter Syd 14, 9700 Brønderslev",9700,Brønderslev,300,CCS,4,57.252257,9.972149
Clever,Føtex - Brønderslev,"Østergade 43, 9700 Brønderslev",9700,Brønderslev,300,CCS,2,57.265867,9.948698
Clever,A-Z Hjørring,"A F Heidemanns Vej 20, 9800 Hjørring",9800,Hjørring,300,CCS,4,57.444814,10.00406
Clever,Føtex - Hjørring,"Bispetorv 40, 9800 Hjørring",9800,Hjørring,300,CCS,4,57.454767,9.994175
Clever,Føtex - Frederikshavn,"Rådhus Alle 83, 9900 Frederikshavn",9900,Frederikshavn,300,CCS,2,57.438952,10.53021
Clever,Frederikshavn Havn P-plads,"Sydhavnsvej 6, 9900 Frederikshavn",9900,Frederikshavn,300,CCS,6,57.436964,10.537894
Clever,Maskinrummet - Skagen,"Auktionsvej 2, 9990 Skagen",9990,Skagen,300,CCS,4,57.720118,10.589867
Clever,Netto Chr. Xs Vej - Skagen,"Chr. Xs Vej 6A, 9990 Skagen",9990,Skagen,300,CCS,4,57.72369,10.590622
E.ON,Prags Boulevard 69,"Prags Boulevard 69, 2300 Copenhagen",2300,Copenhagen,300,CCS,4,55.669942,12.62311
E.ON,Borups Allé UFC,"Borups Allé 275, 2400 København",2400,København,300,CCS,4,55.705723,12.516513
E.ON,Vandværket - Rabarbervej #5,"Rabarbervej 2, 2400 København NV",2400,København NV,300,CCS,8,55.696168,12.52415
E.ON,Bådehavnsgade 42 (Taxi only),"Bådehavnsgade 44D, 2450 København SV",2450,København SV,300,CCS,10,55.640876,12.538836
E.ON,Power - Glostrup,"Tjalfesvej 1, 2600 Glostrup",2600,Glostrup,300,CCS,4,55.663009,12.373594
E.ON,Rødovre Centrum,"Rødovre Centrum 202, 2610 Rødovre",2610,Rødovre,300,CCS,16,55.678306,12.45775
E.ON,Racehall København,"Bondehøjvej 20, 2630 Taastrup",2630,Taastrup,300,CCS,8,55.654616,12.251943
E.ON,Høje Taastrup Transportcenter,"Estland Alle 1C, 2630 Taastrup",2630,Taastrup,400,CCS,10,55.634753,12.25577
E.ON,Power - Ishøj,"Industridalen 11, 2635 Ishøj",2635,Ishøj,300,CCS,8,55.618629,12.338265
E.ON,MAN Avedøre Holme,"Stamholmen 219, 2650 Hvidovre",2650,Hvidovre,400,CCS,8,55.61312,12.49564
E.ON,Ved Hanevad 16,"Ved Hanevad 18, 2740 Skovlunde",2740,Skovlunde,300,CCS,16,55.709727,12.41943
E.ON,Firskovvej 20,"Firskovvej 20, 2800 Kongens Lyngby",2800,Kongens Lyngby,300,CCS,2,55.769967,12.516133
E.ON,"Skolesvinget, Høje Gladsaxe","Skolesvinget, 2860 Søborg",2860,Søborg,300,CCS,4,55.730427,12.499838
E.ON,Helsingør Sundhedshus v Birkedalsvej (v. Harald Nyborg),"Birkedalsvej 21, 3000 Helsingør",3000,Helsingør,300,CCS,6,56.020339,12.568733
E.ON,Ny Kronborgvej 1,"Ny Kronborgvej ved nr. 2, 3000 Helsingør",3000,Helsingør,300,CCS,4,56.039396,12.613162
E.ON,P. plads v. Hornbæk Lokalhistorisk,"Sauntevej 4, 3100 Hornbæk",3100,Hornbæk,300,CCS,2,56.089375,12.456522
E.ON,Byaasgaard - Naturcamping & Mikrolandbrug,"Amtsvejen 340, 3390 Hundested",3390,Hundested,300,CCS,6,55.963603,11.957165
E.ON,Hotel Hillerød,"Milnersvej 41, 3400 Hillerød",3400,Hillerød,300,CCS,6,55.920713,12.296332
E.ON,Jem&fix - Præstemosevej 4B,"Kongevejen 42 / Ved præstemosevej 4B, 3480 Fredensborg",3480,Fredensborg,300,CCS,4,55.967101,12.403997
E.ON,Chrst. Boecksvej P-Plads,"Chrst Boecksvej 634, 3480 Fredensborg",3480,Fredensborg,250,CCS,2,55.97764,12.39946
E.ON,EON Fjernvarme - Frederikssund,"Løgismose 1, 3600 Frederikssund",3600,Frederikssund,300,CCS,4,55.843579,12.060462
E.ON,Roskilde Kongrescenter,"Møllehusvej 15, 4000 Roskilde",4000,Roskilde,300,CCS,4,55.635438,12.066931
E.ON,Max Burger - Ringsted,"Klosterparks Allé 20, 4100 Ringsted",4100,Ringsted,400,CCS,6,55.453583,11.786833
E.ON,Cafeteria Storebælt,"Storebæltsvej 50, 4220 Korsør",4220,Korsør,400,CCS,8,55.349638,11.122324
E.ON,Olgas - Sj. Odde,"Gnibenvej 2, 4583 Sjællands Odde",4583,Sjællands Odde,300,CCS,8,55.981507,11.31184
E.ON,Stacy's Diner - Kanalvej 11,"Kanalvej 11, 4700 Næstved",4700,Næstved,300,CCS,6,55.219729,11.752473
E.ON,Dansk Outlet - Nykøbing Falster,"Holger Brodthagensvej 10A, 4800 Nykøbing F",4800,Nykøbing F,300,CCS,4,54.754788,11.896973
E.ON,VD Gedser UFC,"Væggerløsevej/Gedser Landevej, 4873 Væggerløse",4873,Væggerløse,400,CCS,2,54.709795,11.919701
E.ON,Davidsen - Odense,"M.P. Allerups Vej 51, 5220 Odense SØ",5220,Odense SØ,300,CCS,4,55.37198,10.482063
E.ON,Aiden by Best Western - Odense,"Glisholmvej 15, 5260 Odense",5260,Odense,400,CCS,4,55.353151,10.42389
E.ON,Lillebælt Nord,"Fynske Motorvej 576, 5500 Middelfart",5500,Middelfart,400,CCS,14,55.488473,9.844487
E.ON,Lillebælt Syd,"Fynske Motorvej 571, 5580 Nørre Aaby",5580,Nørre Aaby,400,CCS,16,55.477856,9.877494
E.ON,Jem&Fix - Nyborg,"Slipshavnsvej 5, 5800 Nyborg",5800,Nyborg,400,CCS,16,55.307403,10.811407
E.ON,Harte Syd,"Harte Syd- Esbjerg Motorvejen 647B, 6000 Kolding",6000,Kolding,400,CCS,8,55.51196,9.39401
E.ON,Harte Nord,"Harte Nord- Esbjerg Motorvejen 646, 6000 Kolding",6000,Kolding,400,CCS,8,55.514308,9.399272
E.ON,Tyrstrup Kro,"Tyrstrup Vestervej 6, 6070 Christiansfeld",6070,Christiansfeld,300,CCS,4,55.359762,9.466613
E.ON,Harald Nyborg - Rødekro,"Kometvej 3, 6230 Rødekro",6230,Rødekro,400,CCS,4,55.068518,9.361304
E.ON,Burger King - Tønder,"Centerbuen 1, 6270 Tønder",6270,Tønder,300,CCS,4,54.950556,8.887923
E.ON,"Toldbodvej 8, 6330 Padborg","Toldbodvej 8, 6330 Padborg",6330,Padborg,400,CCS,14,54.828695,9.346892
E.ON,Sunset Boulevard - Hammelev,"Egemarken 9, 6500 Hammelev",6500,Hammelev,400,CCS,16,55.243972,9.397904
E.ON,Esbjerg Havn - Britanniavej 2,"Britanniavej 2, 6700 Esbjerg",6700,Esbjerg,300,CCS,6,55.463437,8.447762
E.ON,VD Ribe - UFC,"Plantagevej 5, 6760 Ribe",6760,Ribe,400,CCS,4,55.340826,8.773285
E.ON,Nymindegab Kro,"Vesterhavsvej 327, 6830 Nørre Nebel",6830,Nørre Nebel,250,CCS,2,55.817118,8.193268
E.ON,Davidsen - Nørre Nebel,"Vesterhavsvej 37, 6830 Nørre Nebel",6830,Nørre Nebel,300,CCS,4,55.781183,8.277373
E.ON,Hotel Fjordgaarden,"Vester Kær 21, 6950 Ringkøbing",6950,Ringkøbing,300,CCS,4,56.094563,8.235923
E.ON,Jupitervej 2,"Jupitervej 2, 7000 Fredericia",7000,Fredericia,400,CCS,8,55.568813,9.717567
E.ON,Davidsen - Fredericia,"Røde Banke 1, 7000 Fredericia",7000,Fredericia,400,CCS,4,55.551227,9.723286
E.ON,Sunset Vejle - Dandyvej,"Dandyvej 1A, 7100 Vejle",7100,Vejle,400,CCS,4,55.72683,9.581273
E.ON,Davidsen - Grindsted,"Odinsvej 2, 7200 Grindsted",7200,Grindsted,400,CCS,4,55.755335,8.961293
E.ON,Harald Nyborg - Brande,"Vestergårdsvej 12, 7330 Brande",7330,Brande,400,CCS,4,55.960636,9.107559
E.ON,Best Western Herning,"Gødstrupvej 38, 7400 Herning",7400,Herning,300,CCS,8,56.153626,8.89499
E.ON,"Skejby Nordlandsvej 311, 8200 Aarhus N","Skejby Nordlandsvej 309, 8200 Aarhus N",8200,Aarhus N,300,CCS,4,56.205694,10.183869
E.ON,Davidsen - Tranbjerg,"Sletvej 36, 8310 Tranbjerg",8310,Tranbjerg,400,CCS,4,56.108005,10.134489
E.ON,MAN Tilst (Aarhus),"Grydhøjparken 22, 8381 Tilst (Aarhus)",8381,Tilst (Aarhus),400,CCS,4,56.181301,10.094453
E.ON,Power - Tilst,"Anelystparken 13, 8381 Tilst",8381,Tilst,300,CCS,8,56.181164,10.098647
E.ON,Harald Nyborg - Tilst,"Tilst Søndervej 1, 8381 Tilst",8381,Tilst,400,CCS,4,56.181792,10.121609
E.ON,Stilling UFC,"Ørstedsvej 4, 8660 Skanderborg",8660,Skanderborg,300,CCS,16,56.068127,9.97705
E.ON,OmtankestationTM Horsens,"Provstlund Allé 2, 8700 Horsens",8700,Horsens,300,CCS,14,55.888497,9.78212
E.ON,VD Nørre Snede UFC,"Rørbækvej, 8766 Nørre Snede",8766,Nørre Snede,400,CCS,6,55.964471,9.393302
E.ON,Viborg Storcenter,"Holstebrovej 81C, 8800 Viborg",8800,Viborg,300,CCS,8,56.446519,9.366029
E.ON,Gl. Århusvej 3 UFC,"Gl. Århusvej 3, 8940 Randers SV",8940,Randers SV,300,CCS,4,56.412989,10.07423
E.ON,Shoppen Aalborg,"Vandmanden 5A, 9200 Aalborg SV",9200,Aalborg SV,300,CCS,8,57.002001,9.871963
E.ON,Harald Nyborg - Støvring,"Neptunvej 9, 9530 Støvring",9530,Støvring,400,CCS,6,56.904476,9.84419
E.ON,Pendlerplads Haverslev,"Jyllandsgade 60D, 9610 Nørager Haverslev",9610,Nørager Haverslev,300,CCS,12,56.783026,9.692246
E.ON,Bropladsen,"Bropladsen 1, 9800 Hjørring",9800,Hjørring,300,CCS,6,57.456452,9.995052
E.ON,Hirtshals Havn UFC,"AGBtionskajen 7, 9850 Hirtshals",9850,Hirtshals,300,CCS,4,57.592115,9.966007
E.ON,Hirtshals Transport Center,"Dalsagervej 3, 9850 Hirtshals",9850,Hirtshals,400,CCS,6,57.576355,9.984653
E.ON,OmtankestationTM Frederikshavn,"Havnepladsen 5A, 9900 Frederikshavn",9900,Frederikshavn,300,CCS,11,57.43763,10.537
EDF,EDF Langeskov,"Hvedetoften 3, 5550 Langeskov",5550,Langeskov,300,CCS,14,55.352123,10.56301
EWII,Frederiksberg Lynladestation,"Roskildevej 91, 2000 Frederiksberg",2000,Frederiksberg,400,CCS,6,55.672199,12.495946
EWII,"EWII Lynladestation, CPH (Koebenhavns Lufthavn)","Petersdalvej 4, 2770 Kastrup",2770,Kastrup,400,CCS,16,55.630133,12.656311
EWII,Koege Idraetspark,"Ved Stadion 2B, 4600 Køge",4600,Køge,300,CCS,4,55.466509,12.177414
EWII,P-plads Oestre Banevej,"Toldbodvej 14, 4600 Køge",4600,Køge,300,CCS,4,55.453786,12.185608
EWII,Lillebaelt Nord (Fynske Motorvej),"Fynske Motorvej 576, 5500 Middelfart",5500,Middelfart,300,CCS,16,55.488275,9.844006
EWII,ABC Glamsbjerg,"Soendergade 70, 5620 Glamsbjerg",5620,Glamsbjerg,400,CCS,4,55.273094,10.106576
EWII,Kolding Lynladestation,"Gefionvej 3, 6000 Kolding",6000,Kolding,400,CCS,12,55.507422,9.505549
EWII,Lynlader v/Jysk (RS Kolding),"Vejlevej 253A, 6000 Kolding",6000,Kolding,400,CCS,6,55.513366,9.455175
EWII,Oil! tank & go - Roedekro,"Østergade 51, 6230 Rødekro",6230,Rødekro,400,CCS,4,55.07095,9.346511
EWII,SDS Padborg (NDI - Nordisk Daek Import),"Industrivej 19, 6330 Padborg",6330,Padborg,400,CCS,4,54.836035,9.344769
EWII,ABC Vamdrup,"Industrivej 3, 6580 Vamdrup",6580,Vamdrup,400,CCS,2,55.425148,9.287727
EWII,ABC Esbjerg,"Randersvej 40, 6700 Esbjerg",6700,Esbjerg,400,CCS,4,55.472572,8.494792
EWII,ABC Tarm,"Åboulevarden 70, 6880 Tarm",6880,Tarm,400,CCS,2,55.916258,8.519395
EWII,ABC Videbaek,"Hoegevej 2, 6920 Videbæk",6920,Videbæk,400,CCS,2,56.088756,8.617051
EWII,Hvide Sande v. Kirken,"Kirkevej 2, 6960 Hvide Sande",6960,Hvide Sande,300,CCS,4,55.997787,8.126902
EWII,ABC Fredericia,"Venusvej 12a, 7000 Fredericia",7000,Fredericia,400,CCS,8,55.569099,9.720043
EWII,Rema 1000 - Jyllandsgade (Havneparken Vejle),"Jyllandsgade 6, 7100 Vejle",7100,Vejle,400,CCS,4,55.706792,9.539592
EWII,ABC Toerring,"Torvegade 100, 7160 Tørring",7160,Tørring,400,CCS,4,55.84387,9.496976
EWII,ABC Billund,"Buen 4, 7190 Billund",7190,Billund,400,CCS,2,55.730072,9.113372
EWII,ABC Herning,"Orebygårdvej 1, 7400 Herning",7400,Herning,400,CCS,4,56.154245,8.933084
EWII,Oil! tank & go - Skive (DC),"Elskjærbakken 4, 7800 Skive",7800,Skive,400,CCS,4,56.570174,8.999256
EWII,Oil! tank & go - Nykoebing Mors,"Aabro Fald 2, 7900 Nykoebing Mors",7900,Nykoebing Mors,400,CCS,2,56.790355,8.833489
EWII,ABC Braedstrup,"Rådhusgade 14, 8740 Brædstrup",8740,Brædstrup,400,CCS,2,55.977504,9.609021
EWII,ABC Randers,"Hobrovej 134, 8920 Randers",8920,Randers,400,CCS,4,56.473743,10.011605
EWII,Svenstrup Lynladestation,"Skjoldet 4B, 9230 Svenstrup J",9230,Svenstrup J,400,CCS,12,56.952756,9.865471
EWII,Oil! tank & go - Saeby,"Sophus Falcks Vej 4, 9300 Sæby",9300,Sæby,400,CCS,4,57.331967,10.504868
EWII,Oil! tank & go - Fjerritslev,"Jernbanegade 7, 9690 Fjerritslev",9690,Fjerritslev,400,CCS,4,57.086298,9.264214
EWII,Frederikshavn - Roemoevej 4,"Roemoevej 4, 9900 Frederikshavn",9900,Frederikshavn,400,CCS,4,57.434429,10.516224
Eviny,Frihedens Butikscenter,"Strandmarksvej 20, 2650 Hvidovre",2650,Hvidovre,400,CCS,12,55.627571,12.484217
Eviny,Kronen,"Vanløse Torv 1, 2720 Vanløse",2720,Vanløse,320,CCS,10,55.687733,12.493978
Eviny,Herlev Bymidte Center,"Herlev Torv 2, 2730 Herlev",2730,Herlev,360,CCS,8,55.724275,12.440084
Eviny,Holbæk Centrum og Havn,"Gasværksvej 7, 4300 Holbæk",4300,Holbæk,400,CCS,12,55.719223,11.710412
Eviny,Drejebænken,"Drejebænken 6, 5260 Odense S",5260,Odense S,500,CCS,28,55.353164,10.420794
Eviny,Østervold,"Østervold 30, 6800 Varde",6800,Varde,360,CCS,6,55.624579,8.481844
Eviny,Torvet i Ølgod,"Torvet 3, 6870 Ølgod",6870,Ølgod,360,CCS,4,55.807229,8.619467
Eviny,Trøjborg Centret,"Otte Ruds Gade 98, 8200 Aarhus N",8200,Aarhus N,350,CCS,4,56.17224,10.212135
Eviny,Ravnsøvej,"Ravnsøvej 15, 8240 Risskov",8240,Risskov,360,CCS,8,56.202571,10.246369
Eviny,VERI Center,"Frijsenborgvej 5, 8240 Risskov",8240,Risskov,360,CCS,8,56.189554,10.215339
Fastned,Helsingør,"Rønnebær Alle 120, 3000 Helsingør",3000,Helsingør,400,CCS,4,56.026495,12.586103
Fastned,Grevinge,"Egeskovgårdvej 4, 4571 Grevinge",4571,Grevinge,400,CCS,4,55.790608,11.579253
Fastned,Langeskov,"Hvedetoften, 5550 Langeskov",5550,Langeskov,400,CCS,16,55.351612,10.562434
Fastned,Pedersminde,"Østjyske Motorvej 472, 8381 Tilst",8381,Tilst,400,CCS,8,56.178782,10.066334
Fastned,Blankhøj,"Østjyske Motorvej 350, 8381 Tilst",8381,Tilst,400,CCS,8,56.175607,10.066006
Fastned,Gudenå Øst,"Nordjyske Motorvej 401, 8940 Randers",8940,Randers,400,CCS,12,56.449033,10.002349
Fastned,Gudenå Vest,"Nordjyske Motorvej 402, 8940 Randers",8940,Randers,400,CCS,12,56.449949,9.998926
Ionity,IONITY Greve,"Mosede Landevej 64, 2670 Greve",2670,Greve,350,CCS,12,55.584921,12.257683
Ionity,IONITY Ringsted,"Klosterparks Alle 20, 4100 Ringsted",4100,Ringsted,350,CCS,6,55.453728,11.786484
Ionity,IONITY Korsør,"Energivej 4, 4220 Korsør",4220,Korsør,350,CCS,18,55.353888,11.141746
