Mærke,Navn,Adresse,Postnr,By,Latitude,Longitude
Circle K,"CIRCLE K HADSUNDVEJ, RANDERS","Hadsundvej 114, 8930 Randers NØ",8930,Randers NØ,56.47618,10.042169
Circle K,CIRCLE K AARHUSVEJ RANDERS,"Århusvej 98, 8940 Randers SV",8940,Randers SV,56.439297,10.049869
Circle K,CIRCLE K ASSENTOFT,"Storegade 12, Assentoft, 8960 Randers SØ",8960,Randers SØ,56.439747,10.137008
Circle K,CIRCLE K HASSERIS,"Hasseris Bymidte 2, 9000 Aalborg",9000,Aalborg,57.036846,9.884046
Circle K,"CIRCLE K HOBROVEJ, AALBORG","Hobrovej 48, 9000 Aalborg",9000,Aalborg,57.03421,9.908386
Circle K,"CIRCLE K SØNDERBRO, AALBORG","Sønderbro 24, 9000 Aalborg",9000,Aalborg,57.03937,9.931326
Circle K,CIRCLE K AALBORG Ø,"Hadsundvej 212, 9220 Aalborg Øst",9220,Aalborg Øst,57.02033,9.967299
Circle K,CIRCLE K NØRRESUNDBY,"Løvbakken 2, 9400 Nørresundby",9400,Nørresundby,57.07118,9.926582
Circle K,CIRCLE K HOBRO,"Aalborgvej 2, 9500 Hobro",9500,Hobro,56.64993,9.79446
Circle K,CIRCLE K MOTORVEJSCENTER HIMMERLAND,"Nordjyske Motorvej 318, 9541 Suldrup",9541,Suldrup,56.84353,9.742312
Circle K,CIRCLE K HADSUND,"Himmerlandsgade 12, 9560 Hadsund",9560,Hadsund,56.71781,10.110683
Circle K,CIRCLE K AARS,"Aggersundvej 77, 9600 Aars",9600,Aars,56.801853,9.539448
Circle K,CIRCLE K NØRAGER,"Industriparken 2, 9610 Nørager",9610,Nørager,56.783142,9.695156
Circle K,CIRCLE K BRØNDERSLEV,"Hjørringvej 3, 9700 Brønderslev",9700,Brønderslev,57.26835,9.96949
Circle K,"CIRCLE K RINGVEJEN, HJØRRING","Heerfordtsvej 2, 9800 Hjørring",9800,Hjørring,57.449593,10.010616
Circle K,CIRCLE K HIRTSHALS,"Vestergade 1, 9850 Hirtshals",9850,Hirtshals,57.58795,9.958182
Circle K,"CIRCLE K DANMARKSGADE, FREDERIKSHAVN","Danmarksgade 15, 9900 Frederikshavn",9900,Frederikshavn,57.444103,10.539107
F24,"København K, Landgreven 10","Landgreven 10, 1301 København K",1301,København K,55.683266,12.58511
F24,"København S, Arne Jacobsens Alle 7","Arne jacobsens alle 7, 2300 København S",2300,København S,55.631721,12.57426
F24,"Brøndby, Park Alle 125","Park alle 125, 2605 Brøndby",2605,Brøndby,55.654053,12.427949
F24,"Rødovre, Roskildevej 300","Roskildevej 300, 2610 Rødovre",2610,Rødovre,55.671925,12.462527
F24,"Albertslund, Egelundsvej 26","Egelundsvej 26, 2620 Albertslund",2620,Albertslund,55.670963,12.339604
F24,"Vallensbæk Strand, Vallensbæk Strandvej 62","Vallensbæk Strandvej 62, 2665 Vallensbæk Strand",2665,Vallensbæk Strand,55.618595,12.399817
F24,"Greve, Hundige Bygade 73","Hundige Bygade 73, 2670 Greve",2670,Greve,55.60511,12.327203
F24,"Skovlunde, Skovlunde Byvej 29","Skovlunde byvej 29, 2740 Skovlunde",2740,Skovlunde,55.725746,12.409684
F24,"Måløv, Måløv Hovedgade 1","Måløv Hovedgade 1, 2760 Måløv",2760,Måløv,55.74646,12.324785
F24,"Lyngby, Buddingevej 81-83","Buddingevej 81-83, 2800 Lyngby",2800,Lyngby,55.760334,12.495821
F24,"Virum, Kongevejen 111","Kongevejen 111, 2830 Virum",2830,Virum,55.788563,12.487095
F24,"Hellerup, Bernstorffsvej 160","Bernstorffsvej 160, 2900 Hellerup",2900,Hellerup,55.746574,12.557406
F24,"Hellerup, Strandvejen 70","Strandvejen 70, 2900 Hellerup",2900,Hellerup,55.728756,12.57662
F24,"Rungsted Kyst, Pennehave 2-8","Pennehave 2-8, 2960 Rungsted Kyst",2960,Rungsted Kyst,55.882671,12.522879
F24,"Kokkedal, Holmegårdsvej/Højengen 1","Holmegårdsvej/højengen 1, 2980 Kokkedal",2980,Kokkedal,55.909573,12.490645
F24,"Helsinge, Frederiksborgvej 41","Frederiksborgvej 41, 3200 Helsinge",3200,Helsinge,56.018738,12.201386
F24,"Helsinge, Rundinsvej 47","Rundinsvej 47, 3200 Helsinge",3200,Helsinge,56.016083,12.199159
F24,"Frederiksværk, Nørregade 38","Nørregade 38, 3300 Frederiksværk",3300,Frederiksværk,55.976978,12.019093
F24,"Hundested, Ullerup Skovvej 2","Ullerup Skovvej 2, 3390 Hundested",3390,Hundested,55.961689,11.889694
F24,"Hillerød, Fredensborgvej 69","Fredensborgvej 69, 3400 Hillerød",3400,Hillerød,55.948807,12.314702
F24,"Hillerød, Frejasvej 23D","Frejasvej 23d, 3400 Hillerød",3400,Hillerød,55.932049,12.28795
F24,"Fredensborg, Slotsgade/Hovedvejen","Slotsgade/hovedvejen, 3480 Fredensborg",3480,Fredensborg,55.975826,12.397202
F24,"Nyrup, Kongevejen 274","Kongevejen 274, 3490 Nyrup",3490,Nyrup,56.0014,12.514957
F24,"Værløse, Kollekollevej/Skolekrogen 2","Kollekollevej/Skolekrogen 2, 3500 Værløse",3500,Værløse,55.778679,12.394755
F24,"Frederikssund, Frederiksborgvej 1","Frederiksborgvej 1, 3600 Frederikssund",3600,Frederikssund,55.8414,12.06625
F24,"Frederikssund, Jernbanegade 43","Jernbanegade 43, 3600 Frederikssund",3600,Frederikssund,55.836266,12.066292
F24,"Stenløse, Frederikssundsvej 124","Frederikssundsvej 124, 3660 Stenløse",3660,Stenløse,55.767048,12.206496
F24,"Neksø, Havnegade 21","Havnegade 21, 3730 Nexø",3730,Nexø,55.063812,15.129908
F24,"Snogebæk, Hovedgaden 21","Hovedgaden 21, 3730 Snogebæk",3730,Snogebæk,55.023834,15.112734
F24,"Østermarie, Almindingensvej 34","Almindingensvej 34, 3751 Østermarie",3751,Østermarie,55.138897,15.007367
F24,"Gudhjem, Helligdomsvej 1","Helligdomsvej 1, 3760 Gudhjem",3760,Gudhjem,55.208508,14.971283
F24,"Roskilde, Ringstedvej 73","Ringstedvej 73, 4000 Roskilde",4000,Roskilde,55.628567,12.066365
F24,"Jyllinge, Østre Centervej 2","Østre Centervej 2, 4040 Jyllinge",4040,Jyllinge,55.750629,12.109191
F24,"Kirke Hyllinge, Elverdamsvej 308","Elverdamsvej 308, 4070 Kirke Hyllinge",4070,Kirke Hyllinge,55.709831,11.899433
F24,"Kirke Hyllinge, Vintapperbuen 1A","Vintapperbuen 1a, 4070 Kirke Hyllinge",4070,Kirke Hyllinge,55.702229,11.887844
F24,"Ringsted, Køgevej 40","Køgevej 40, 4100 Ringsted",4100,Ringsted,55.443066,11.802648
F24,"Ringsted, Nørretorv 59","Nørretorv 59, 4100 Ringsted",4100,Ringsted,55.451149,11.789208
F24,"Ringsted, Sorøvej 47","Sorøvej 47, 4100 Ringsted",4100,Ringsted,55.441456,11.780867
F24,"Sorø, Holbækvej 97","Holbækvej 97, 4180 Sorø",4180,Sorø,55.446873,11.557481
F24,"Slagelse, Mariendals Alle 36","Mariendals Alle 36, 4200 Slagelse",4200,Slagelse,55.398529,11.342207
F24,"Skælskør, Sorøvej 2-4","Sorøvej 2-4, 4230 Skælskør",4230,Skælskør,55.255081,11.300981
F24,"Holbæk, Kalundborgvej 301","Kalundborgvej 301, 4300 Holbæk",4300,Holbæk,55.709358,11.643077
F24,"Holbæk, Munkholmvej 53","Munkholmvej 53, 4300 Holbæk",4300,Holbæk,55.714886,11.732567
F24,"Springstrup N, Holbækmotorvejen 196","Holbækmotorvejen 196, 4300 Springstrup n",4300,Springstrup n,55.701427,11.65785
F24,"Springstrup S, Holbækmotorvejen 195","Holbækmotorvejen 195, 4300 Springstrup s",4300,Springstrup s,55.70171,11.649752
F24,"Tuse Nord, Kalundborgvej 220","Kalundborgvej 220, 4300 Tuse nord",4300,Tuse nord,55.709805,11.643085
F24,"Tølløse, Tølløsevej 55","Tølløsevej 55, 4340 Tølløse",4340,Tølløse,55.613888,11.763198
F24,"Kalundborg, Holbækvej 65","Holbækvej 65, 4400 Kalundborg",4400,Kalundborg,55.681576,11.113913
F24,"Nykøbing Sj, Rørvigvej 3","Rørvigvej 3, 4500 Nykøbing Sj",4500,Nykøbing Sj,55.92638,11.67055
F24,"Højby, Stenstrupvej 1","Stenstrupvej 1, 4573 Højby",4573,Højby,55.912842,11.592346
F24,"Køge, Nørre Boulevard 50","Nørre Boulevard 50, 4600 Køge",4600,Køge,55.463928,12.183489
F24,"Tureby, Vordingborgvej 336","Vordingborgvej 336, 4682 Tureby",4682,Tureby,55.364243,12.084213
F24,"Rønnede, Ny Næstvedvej 2","Ny Næstvedvej 2, 4683 Rønnede",4683,Rønnede,55.25803,12.020104
F24,"Udby, Københavnsvej 520","Københavnsvej 520, 4760 Udby",4760,Udby,55.064659,11.955374
F24,"Vordingborg, Københavnsvej 11","Københavnsvej 11, 4760 Vordingborg",4760,Vordingborg,55.009281,11.913316
F24,"Nykøbing F, Gåbensevej 127","Gaabensevej 127, 4800 Nykøbing F",4800,Nykøbing F,54.78196,11.866497
F24,"Odense C, Kochsgade 125","Kochsgade 125, 5000 Odense C",5000,Odense C,55.410496,10.408833
F24,"Bellinge, Brogårdsvej 35","Brogårdsvej 35, 5250 Bellinge",5250,Bellinge,55.333328,10.322066
F24,"Odense Sv, Fåborgvej 127","Faaborgvej 127, 5250 Odense SV",5250,Odense SV,55.368038,10.356295
F24,"Kerteminde, Ndr. Ringvej 56","Ndr. ringvej 56, 5300 Kerteminde",5300,Kerteminde,55.456711,10.653072
F24,"Bogense, Adelgade 104","Adelgade 104, 5400 Bogense",5400,Bogense,55.563461,10.092851
F24,"Vissenbjerg, Middelfartvej 1","Middelfartvej 1, 5492 Vissenbjerg",5492,Vissenbjerg,55.389999,10.136089
F24,"Middelfart, Nyvang 1","Nyvang 1, 5500 Middelfart",5500,Middelfart,55.509663,9.767612
F24,"Assens, Nørre Alle 18","Nørre Alle 18, 5610 Assens",5610,Assens,55.27462,9.908793
F24,"Svendborg, Dronningemaen 34","Dronningemaen 34, 5700 Svendborg",5700,Svendborg,55.063477,10.606436
F24,"Tåsinge, Sundbrovej 106","Sundbrovej 106, 5700 Tåsinge",5700,Tåsinge,54.995178,10.613819
F24,"Nyborg, Vestergade 18","Vestergade 18, 5800 Nyborg",5800,Nyborg,55.316494,10.790701
F24,"Kolding, Nr. Bjertevej 72","Nr. bjertevej 72, 6000 Kolding",6000,Kolding,55.512997,9.531227
F24,"Kolding, Vejlevej 79-81","Vejlevej 79-81, 6000 Kolding",6000,Kolding,55.501293,9.457294
F24,"Felsted, Østergade 41","Østergade 41, 6200 Felsted",6200,Felsted,54.980644,9.504919
F24,"Åbenrå, H. P. Hansensgade 30","H. p. hansensgade 30, 6200 Aabenraa",6200,Aabenraa,55.045803,9.42058
F24,"Åbenrå, Kystvej 54","Kystvej 54, 6200 Aabenraa",6200,Aabenraa,55.035477,9.420809
F24,"Tønder, Kongevej 6","Kongevej 6, 6270 Tønder",6270,Tønder,54.937828,8.867892
F24,"Broager, Brovej 90","Brovej 90, 6310 Broager",6310,Broager,54.893532,9.673832
F24,"Frøslev Øst, Sønderjyske Motorvej 765","Sønderjyske Motorvej 765, 6330 Frøslev øst",6330,Frøslev øst,54.82618,9.329424
F24,"Padborg, Thorsvej 1","Thorsvej 1, 6330 Padborg",6330,Padborg,54.829613,9.350086
F24,"Kruså, Flensborgvej 7","Flensborgvej 7, 6340 Kruså",6340,Kruså,54.845562,9.400715
F24,"Tinglev, Hovedgaden 54","Hovedgaden 54, 6360 Tinglev",6360,Tinglev,54.936161,9.24963
F24,"Ullerup, Avnbølvej 2","Avnbølvej 2, 6400 Ullerup",6400,Ullerup,54.968307,9.663366
F24,"Augustenborg, Banegårdsgade 9","Banegårdsgade 9, 6440 Augustenborg",6440,Augustenborg,54.945187,9.873582
F24,"Agerskov, Hovedgaden 58","Hovedgaden 58, 6534 Agerskov",6534,Agerskov,55.128735,9.138047
F24,"Vamdrup, Jernbanegade 23","Jernbanegade 23, 6580 Vamdrup",6580,Vamdrup,55.42931,9.286737
F24,"Vejen, Søndergade 109","Søndergade 109, 6600 Vejen",6600,Vejen,55.465611,9.134287
F24,"Rødding, Industrivej 2","Industrivej 2, 6630 Rødding",6630,Rødding,55.375198,9.055918
F24,"Esbjerg, Hjertingvej 24","Hjertingvej 24, 6700 Esbjerg",6700,Esbjerg,55.474724,8.434711
F24,"Hjerting, Sdr. Tobølvej 12","Sdr. tobølvej 12, 6710 Hjerting",6710,Hjerting,55.516994,8.371061
F24,"Ribe, Trojelsvej 24","Trojelsvej 24, 6760 Ribe",6760,Ribe,55.345921,8.778055
F24,"Skærbæk, Tøndervej 32","Tøndervej 32, 6780 Skærbæk",6780,Skærbæk,55.156078,8.771499
F24,"Varde, Ribevej 9","Ribevej 9, 6800 Varde",6800,Varde,55.612019,8.491961
F24,"Tarm, Åboulevarden 61","Åboulevarden 61, 6880 Tarm",6880,Tarm,55.915817,8.51764
F24,"Videbæk, Stationsvej 2","Stationsvej 2, 6920 Videbæk",6920,Videbæk,56.091656,8.636274
F24,"Hvide Sande, Nørregade 16","Nørregade 16, 6960 Hvide Sande",6960,Hvide Sande,56.007542,8.129913
F24,"Fredericia, Strandvejen 220","Strandvejen 220, 7000 Fredericia",7000,Fredericia,55.557304,9.728756
F24,"Vejle, Boulevarden 22","Boulevarden 22, 7100 Vejle",7100,Vejle,55.713406,9.522731
F24,"Vejle, Fredericiavej 39","Fredericiavej 39, 7100 Vejle",7100,Vejle,55.69492,9.542875
F24,"Juelsminde, Vejlevej 1","Vejlevej 1, 7130 Juelsminde",7130,Juelsminde,55.715092,10.002178
F24,"Billund, Kløvervej 6","Kløvervej 6, 7190 Billund",7190,Billund,55.723873,9.120643
F24,"Sønder Felding, Vardevej 151","Vardevej 151, 7280 Sønder Felding",7280,Sønder Felding,55.939903,8.787878
F24,"Herning, Absalonsvej 14","Absalonsvej 14, 7400 Herning",7400,Herning,56.134167,9.003522
F24,"Søby V, Midtjyske Motorvej 135","Midtjyske motorvej 135, 7400 Søby v",7400,Søby v,56.039959,9.000568
F24,"Søby Ø, Midtjyske Motorvej 134","Midtjyske motorvej 134, 7400 Søby ø",7400,Søby ø,56.038425,9.004576
F24,"Ikast, Vestergade 60","Vestergade 60, 7430 Ikast",7430,Ikast,56.138691,9.142666
F24,"Engesvang, Gl. Kongevej 35","Gl Kongevej 35, 7442 Engesvang",7442,Engesvang,56.166336,9.349081
F24,"Frederiks, Nørregade 34","Nørregade 34, 7470 Frederiks",7470,Frederiks,56.342972,9.24976
F24,"Holstebro, Viborgvej 31","Viborgvej 31, 7500 Holstebro",7500,Holstebro,56.359741,8.633968
F24,"Struer, Holstebrovej 2 B","Holstebrovej 2 b, 7600 Struer",7600,Struer,56.495003,8.582888
F24,"Lemvig, Storegade 50","Storegade 50, 7620 Lemvig",7620,Lemvig,56.548122,8.297359
F24,"Thisted, Thisted Kystvej 9","Thisted Kystvej 9, 7700 Thisted",7700,Thisted,56.952393,8.692239
F24,"Hanstholm, Thistedvej 11","Thistedvej 11, 7730 Hanstholm",7730,Hanstholm,57.108437,8.640833
F24,"Hurup Thy, Bredgade 39","Bredgade 39, 7760 Hurup Thy",7760,Hurup Thy,56.746349,8.429126
F24,"Thyholm, Hovedvejen 56","Hovedvejen 56, 7790 Thyholm",7790,Thyholm,56.636269,8.512005
F24,"Skive, Resenvej 26","Resenvej 26, 7800 Skive",7800,Skive,56.57254,9.030758
F24,"Nykøbing M, Fruevej 30","Fruevej 30, 7900 Nykøbing M",7900,Nykøbing M,56.785599,8.845175
F24,"Århus V, Viborgvej 203","Viborgvej 203, 8210 Aarhus V",8210,Aarhus V,56.17231,10.153692
F24,"Tranebjerg, Langgade 24","Langgade 24, 8305 Tranebjerg",8305,Tranebjerg,55.833225,10.593507
F24,"Beder, Kirkebakken 2","Kirkebakken 2, 8330 Beder",8330,Beder,56.058964,10.204804
F24,"Tirstrup, Århusvej 42","Århusvej 42, 8400 Tirstrup",8400,Tirstrup,56.301262,10.686589
F24,"Grenå, Århusvej 86","Århusvej 86, 8500 Grenaa",8500,Grenaa,56.40337,10.874312
F24,"Løgten, Grenåvej 740F","Grenåvej  740f, 8541 Løgten",8541,Løgten,56.274891,10.314532
F24,"Kolind, Centervej 2","Centervej 2, 8560 Kolind",8560,Kolind,56.354328,10.571349
F24,"Virklund, Horsensvej 6","Horsensvej 6, 8600 Virklund",8600,Virklund,56.141113,9.559238
F24,"Bryrup, Hovedgaden 37","Hovedgaden 37, 8654 Bryrup",8654,Bryrup,56.022167,9.510123
F24,"Horsens, Claus Cortensgade 10","Claus cortensgade 10, 8700 Horsens",8700,Horsens,55.86087,9.838071
F24,"Brædstrup, Søndergade 92","Søndergade 92, 8740 Brædstrup",8740,Brædstrup,55.965618,9.610722
F24,"Viborg, Koldingvej 130","Koldingvej 130, 8800 Viborg",8800,Viborg,56.430672,9.387965
F24,"Hammershøj, Randersvej 34","Randersvej 34, 8830 Hammershøj",8830,Hammershøj,56.499744,9.756505
F24,"Drastrup, Ebeltoftvej 3","Ebeltoftvej 3, 8960 Drastrup",8960,Drastrup,56.440502,10.180573
F24,"Auning, Vestergade 43","Vestergade 43, 8963 Auning",8963,Auning,56.431759,10.366622
F24,"Aalborg, Hasserisvej 102","Hasserisvej 102, 9000 Aalborg",9000,Aalborg,57.045223,9.90159
F24,"Ålborg Sø, Gugvej 168","Gugvej 168, 9210 Aalborg SØ",9210,Aalborg SØ,57.010071,9.925741
F24,"Dronninglund, Slotsgade 52","Slotsgade 52, 9330 Dronninglund",9330,Dronninglund,57.15921,10.287837
F24,"Vildmosen, Hirtshalsmotovejen 74","Hirtshalsmotovejen 74, 9382 Vildmosen",9382,Vildmosen,57.223934,9.937849
F24,"Nørre Uttrup, Hjørringvej 59","Hjørringvej 59, 9400 Nørre uttrup",9400,Nørre uttrup,57.067387,9.944137
F24,"Vadum, Ellehammersvej 2","Ellehammersvej 2, 9430 Vadum",9430,Vadum,57.110184,9.856965
F24,"Brovst, Østergade 68","Østergade 68, 9460 Brovst",9460,Brovst,57.097496,9.532271
F24,"Støvring, Hobrovej 119","Hobrovej 119, 9530 Støvring",9530,Støvring,56.884491,9.839543
F24,"Års, Vestre Boulevard 21","Vestre Boulevard 21, 9600 Aars",9600,Aars,56.802284,9.50439
F24,"Fjerritslev, Vestergade 28","Vestergade 28, 9690 Fjerritslev",9690,Fjerritslev,57.088539,9.260229
F24,"Hjørring, Sprogøvej 2","Sprogøvej 2, 9800 Hjørring",9800,Hjørring,57.455303,10.039454
F24,"Hirtshals, Østergade 59","Østergade 59, 9850 Hirtshals",9850,Hirtshals,57.587608,9.977722
F24,"Sindal, Nørregade 21 A","Nørregade 21 a, 9870 Sindal",9870,Sindal,57.47298,10.201711
F24,"Frederikshavn, Koktvedvej 27","Koktvedvej 27, 9900 Frederikshavn",9900,Frederikshavn,57.433949,10.520659
F24,"Skagen, Hans Baghsvej 6","Hans Baghs Vej 6, 9990 Skagen",9990,Skagen,57.717209,10.579909
Go'on,Go'on Herlev,"Herlev Hovedgade 96, 2730 Herlev",2730,Herlev,55.722586,12.44356
Go'on,Go'on Virum,"Frederiksdalsvej 194, 2830 Virum",2830,Virum,55.792024,12.457553
Go'on,Go'on Frederikssund,"Pedersholmparken 1, 3600 Frederikssund",3600,Frederikssund,55.824578,12.092745
Go'on,Go'on Jægerspris,"Hovedgaden 36, 3630 Jægerspris",3630,Jægerspris,55.855117,11.984236
Go'on,Go'on Aagerup,"Gundsølillevej 7, 4000 Roskilde",4000,Roskilde,55.694258,12.16006
Go'on,Go'on Venslev,"Bygaden 13, 4050 Skibby",4050,Skibby,55.776378,11.90624
Go'on,Go'on Glumsø,"Sorøvej 2, 4171 Glumsø",4171,Glumsø,55.35556,11.686033
Go'on,Go'on Munke Bjergby,"Veddevej 24, 4190 Munke Bjergby",4190,Munke Bjergby,55.507427,11.551902
Go'on,Go'on Slagelse,"Idagårdsvej 20, 4200 Slagelse",4200,Slagelse,55.391877,11.352653
Go'on,Go'on Slagelse,"Sorøvej 13, 4200 Slagelse",4200,Slagelse,55.409893,11.3757
Go'on,Go'on Korsør,"Tårnborgvej 128, 4220 Korsør",4220,Korsør,55.342817,11.14108
Go'on,"Go'on Korsør, Energivej","Energivej 8 b, 4220 Korsør",4220,Korsør,55.354399,11.141422
Go'on,Go'on Brunemose,"Skælskørvej 57, 4250 Fuglebjerg",4250,Fuglebjerg,55.364921,11.52736
Go'on,Go'on Holbæk,"Springstrup 5, 4300 Holbæk",4300,Holbæk,55.703295,11.665365
Go'on,Go'on Holbæk,"Spånnebæk 1, 4300 Holbæk",4300,Holbæk,55.706881,11.71263
Go'on,Go'on Hvalsø,"Hovedgaden 38, 4330 Hvalsø",4330,Hvalsø,55.591922,11.862507
Go'on,Go'on Regstrup,"Skovvejen 11, 4420 Regstrup",4420,Regstrup,55.659572,11.581229
Go'on,Go'on Jyderup,"Holbækvej 46, 4450 Jyderup",4450,Jyderup,55.661903,11.405613
Go'on,Go'on Svinninge,"Hovedgaden 117A, 4520 Svinninge",4520,Svinninge,55.72085,11.450128
Go'on,Go'on Gundestrup,"Nykøbingvej 182, 4571 Grevinge",4571,Grevinge,55.794676,11.602173
Go'on,Go'on Rørvig,"Toldbodvej 10, 4581 Rørvig",4581,Rørvig,55.943265,11.754052
Go'on,Go'on Faxe,"Køgevej 2, 4640 Faxe",4640,Faxe,55.256712,12.097494
Go'on,Go'on Holmegaard,"Gartnervej 1, 4684 Holmegaard",4684,Holmegaard,55.259261,11.856882
Go'on,Go'on Jungshoved,"Jungshovedvej 51, 4720 Præstø",4720,Præstø,55.101344,12.137583
Go'on,Go'on Præstø,"Værkstedsvej 8, 4720 Præstø",4720,Præstø,55.114793,12.039355
Go'on,Go'on Karrebæksminde,"Karrebækvej 994, 4736 Karrebæksminde",4736,Karrebæksminde,55.180281,11.649618
Go'on,Go'on Sallerup,"Sallerup Gade 2, 4750 Lundby",4750,Lundby,55.084306,11.824385
Go'on,Go'on Vordingborg,"Marienbergvej 100, 4760 Vordingborg",4760,Vordingborg,55.002941,11.896356
Go'on,Go'on Vordingborg,"Højgaardsvej 2, 4760 Vordingborg",4760,Vordingborg,54.997625,12.002953
Go'on,Go'on Horreby,"Nykøbingvej 177, 4800 Nykøbing F",4800,Nykøbing F,54.804432,11.994288
Go'on,Go'on Nørre Alslev,"Nykøbingvej 7, 4840 Nr. Alslev",4840,Nr. Alslev,54.897513,11.871476
Go'on,"Go'on Nørre Alslev, Baltivej","Baltivej 10, 4840 Nørre Alslev",4840,Nørre Alslev,54.898748,11.917944
Go'on,Go'on Horbelev,"Grønsundsvej 355, 4871 Horbelev",4871,Horbelev,54.823784,12.055507
Go'on,Go'on Idestrup,"Møllevej 21, 4872 Idestrup",4872,Idestrup,54.741703,11.957126
Go'on,Go'on Maribo,"Europavej 7A, 4930 Maribo",4930,Maribo,54.779007,11.477885
Go'on,Go'on Bandholm,"Havnegade 1, 4941 Bandholm",4941,Bandholm,54.833702,11.482363
Go'on,Go'on Holeby,"Vestervej 3C, 4960 Holeby",4960,Holeby,54.708378,11.473456
Go'on,Go'on Sakskøbing,"Søndergade 21, 4990 Sakskøbing",4990,Sakskøbing,54.798292,11.638015
Go'on,"Go'on Odense, Risingsvej","Risingsvej 57A, 5000 Odense",5000,Odense,55.40328,10.423229
Go'on,Go'on Stige,"Stigevej 236, 5270 Odense N",5270,Odense N,55.43801,10.404601
Go'on,Go'on Rynkeby,"Bygade 56, 5350 Rynkeby",5350,Rynkeby,55.400015,10.612679
Go'on,Go'on Nørreby,"Bundgårdsballe 24, 5400 Bogense",5400,Bogense,55.590951,10.255299
Go'on,Go'on Søndersø,"Snavevej 1, 5471 Søndersø",5471,Søndersø,55.477093,10.251693
Go'on,Go'on Middelfart,"Skovsvinget 27C, 5500 Middelfart",5500,Middelfart,55.511753,9.766761
Go'on,Go'on Ullerslev,"Odensevej 42, 5540 Ullerslev",5540,Ullerslev,55.364525,10.663829
Go'on,Go'on Langeskov,"Odensevej 22, 5550 Langeskov",5550,Langeskov,55.362828,10.588197
Go'on,Go'on Aarup,"Gl.Hovedvej 27, 5560 Aarup",5560,Aarup,55.414327,10.054776
Go'on,Go'on Sandager,"Middelfartvej 95, 5610 Assens",5610,Assens,55.327194,9.937079
Go'on,Go'on Vester Hæsinge,"Birkevej 57, 5672 Broby",5672,Broby,55.196543,10.248359
Go'on,Go'on Svendborg,"Vestergade 78, 5700 Svendborg",5700,Svendborg,55.063243,10.594971
Go'on,Go'on Stenstrup,"Assensvej 218, 5771 Stenstrup",5771,Stenstrup,55.129916,10.499939
Go'on,Go'on Nyborg,"Kohavevænget 1, 5800 Nyborg",5800,Nyborg,55.330687,10.793495
Go'on,Go'on Skårup,"Nyborgvej 438, 5881 Skårup",5881,Skårup,55.089335,10.692777
Go'on,Go'on Rudkøbing,"Broløkken 1, 5900 Rudkøbing",5900,Rudkøbing,54.942289,10.719728
Go'on,Go'on Humble,"Eggertsvej 2A, 5932 Humble",5932,Humble,54.826212,10.699636
Go'on,Go'on Kolding,"Agtrupvej 61, 6000 Kolding",6000,Kolding,55.482431,9.476586
Go'on,Go'on Fjelstrup,"Fjelstrup Landevej 61, 6100 Haderslev",6100,Haderslev,55.318581,9.561587
Go'on,Go'on Haderslev,"Sverigesvej 2, 6100 Haderslev",6100,Haderslev,55.259396,9.474902
Go'on,Go'on Hoptrup,"Hoptrup Hovedgade 53, 6100 Haderslev",6100,Haderslev,55.177453,9.453835
Go'on,Go'on Starup,"Lyøvej 2, 6100 Haderslev",6100,Haderslev,55.242836,9.537286
Go'on,Go'on Løjt Kirkeby,"Løjt Storegade 13, 6200 Aabenraa",6200,Aabenraa,55.089281,9.460935
Go'on,Go'on Løgumkloster,"Østergade 4, 6240 Løgumkloster",6240,Løgumkloster,55.058357,8.953266
Go'on,Go'on Ballum,"Byvej 70, 6261 Bredebro",6261,Bredebro,55.075853,8.674179
Go'on,Go'on Bredebro,"Storegade 8, 6261 Bredebro",6261,Bredebro,55.058365,8.825268
Go'on,Go'on Tønder,"Ndr. Landevej 32, 6270 Tønder",6270,Tønder,54.951589,8.887684
Go'on,Go'on Bolderslev,"Hellevad-Bovvej 10, 6392 Bolderslev",6392,Bolderslev,54.992797,9.271371
Go'on,Go'on Arnum,"Vestergade 1, 6510 Gram",6510,Gram,55.247662,8.968779
Go'on,Go'on Gram,"Kongevej 55, 6510 Gram",6510,Gram,55.285522,9.04083
Go'on,Go'on Toftlund,"Melvang 1A, 6520 Toftlund",6520,Toftlund,55.184571,9.068108
Go'on,Go'on Bevtoft,"Krügersvej 38, 6541 Bevtoft",6541,Bevtoft,55.199782,9.206374
Go'on,Go'on Sommersted,"Storegade 25A, 6560 Sommersted",6560,Sommersted,55.319041,9.300073
Go'on,Go'on Vejen,"Søndergade 28, 6600 Vejen",6600,Vejen,55.472918,9.135935
Go'on,Go'on Jels,"Enghavevej 6, 6630 Rødding",6630,Rødding,55.357242,9.204278
Go'on,Go'on Holsted,"Storegade 21, 6670 Holsted",6670,Holsted,55.479967,8.909529
Go'on,Go'on Kvaglund,"Askekrattet 2, 6705 Esbjerg Ø",6705,Esbjerg Ø,55.494653,8.488159
Go'on,Go'on Hjerting,"Breinholtparken 4, 6710 Esbjerg V",6710,Esbjerg V,55.5346,8.363616
Go'on,Go'on Hunderup,"Kjærgårdsvej 34, 6740 Bramming",6740,Bramming,55.435625,8.719585
Go'on,Go'on Agerbæk,"Nørregade 4, 6753 Agerbæk",6753,Agerbæk,55.600073,8.801096
Go'on,Go'on Varde,"Hjertingevej 17, 6800 Varde",6800,Varde,55.614892,8.486134
